supplement_record_id,source_dataset,manuscript_block,source_original_relative_path,source_submitted_file,source_file,instance_index,instance_id,config,run_seed,status,n_tasks,L,mode,time_total,palns_obj,final_obj,ship_time,drone_time,intensify_ran,subexp,total_time_budget,palns_share,palns_time_limit,intensify_time_limit,dro_enabled,eps_sortie,hat_out,hat_in,dro_clipped_out,dro_clipped_in,mc_samples,mc_seed,mc_dist,mc_corr,mc_time,mc_infeasible_rate,mc_obj_mean,mc_obj_p90,mc_obj_p95,mc_makespan_mean,mc_makespan_p90,mc_makespan_p95,mc_drone_time_mean,mc_drone_time_p90,mc_drone_time_p95,cert_time,cert_lb,cert_ub,cert_gap,cert_cuts,heur_gap_to_lb,layout_id,layout_variant,layout_source,subset_rule,perturbation_rule,policy_type,buffer_rule,buffer_eta,replan_count,replan_time_total,realized_failure_rate,realized_cost_inflation,mc_R_tol,n,file,R
R00581,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4613284.0,OK,60.0,4,hybrid,78.02462929999456,23118.514718246508,20601.73593409371,25.138673490626644,49.93516617496374,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00582,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4621203.0,OK,60.0,4,hybrid,76.78457789996173,21804.32757740521,19289.14479482068,23.77779749229595,41.59419073139203,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00583,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4629122.0,OK,60.0,4,hybrid,76.15308349998668,21383.393857597723,18845.378482415188,23.18435387314818,41.631802215830135,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00584,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4637041.0,OK,60.0,4,hybrid,79.88434560003225,22324.85767130767,21071.807067998103,26.19894056414621,40.64576128252699,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00585,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4644960.0,OK,60.0,4,hybrid,83.41370199999074,22741.44732025163,20596.91818826468,25.183005216843814,48.84755073233766,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00586,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4652879.0,OK,60.0,4,hybrid,77.55910750001203,23097.740403222288,20382.51158959281,25.162973997781563,43.15088832161834,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00587,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4660798.0,OK,60.0,4,hybrid,77.21568080002908,23090.675928706063,20800.12879542501,25.648930492568283,44.66945502853717,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00588,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4668717.0,OK,60.0,4,hybrid,76.3410062000039,23490.624550684875,21320.39666870884,26.23794389842131,46.91253556836747,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00589,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4676636.0,OK,60.0,4,hybrid,77.71152129996335,22185.089614126235,19039.58759879292,22.99971260755048,51.13723266085876,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00590,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_adjacent,4684555.0,OK,60.0,4,hybrid,75.86591520003276,23100.570753294487,20676.314642377383,25.542133937434777,43.4204054086085,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00591,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4692474.0,OK,60.0,4,hybrid,69.90666710003279,17280.581763972732,17213.28672190926,19.788574254080885,67.76731518138837,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00592,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4700393.0,OK,60.0,4,hybrid,70.63914889999432,17298.00451945688,17141.819026935922,20.13666519321836,58.26628948634725,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00593,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4708312.0,OK,60.0,4,hybrid,71.46843080001418,16746.407704420162,16580.57030267318,19.52367524012069,55.36611064521898,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00594,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4716231.0,OK,60.0,4,hybrid,69.68767299997853,17736.531420453714,17482.980208648365,20.67539904280001,56.46945504423884,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00595,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4724150.0,OK,60.0,4,hybrid,70.55564720003167,16794.87578474418,16673.109821865306,19.49861856205185,58.54702572361198,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00596,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4732069.0,OK,60.0,4,hybrid,72.25419460004196,17077.60972009215,16983.76452455675,19.759587539559057,61.83068199678465,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00597,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4739988.0,OK,60.0,4,hybrid,72.59190170001239,17673.883249756833,17445.806877840685,20.638522981469887,56.19756119252207,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00598,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4747907.0,OK,60.0,4,hybrid,70.65494340000441,18029.741880923782,17842.730375810228,21.006120359717475,59.6611458863464,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00599,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4755826.0,OK,60.0,4,hybrid,72.3542944000219,16609.93141669771,16489.887196673815,19.383727608423804,55.77404258159888,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00600,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,1.0,syn_n60_L4_1,abl_no_cache,4763745.0,OK,60.0,4,hybrid,71.72418369998923,17555.827116872577,17368.61686350037,20.55032484772485,55.88209222019243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00601,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4771664.0,OK,60.0,4,palns,25.48406079999404,15681.54066159203,15681.54066159203,18.022792331698835,61.84132608051144,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00602,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4779583.0,OK,60.0,4,palns,24.866835400054697,15731.632705601458,15731.632705601458,17.993725558079365,63.89538677262669,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00603,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4787502.0,OK,60.0,4,palns,25.306678000022657,15617.56565871224,15617.56565871224,17.846926362358108,63.782025341247504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00604,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4795421.0,OK,60.0,4,palns,24.917816300003324,16277.989528899174,16277.989528899174,18.705460177265557,64.2541255985717,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00605,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4803340.0,OK,60.0,4,palns,25.94249109999509,15858.905457085231,15858.905457085231,18.22036293125508,62.67523596125493,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00606,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4811259.0,OK,60.0,4,palns,24.470557099964932,16067.800081425585,16067.800081425585,18.47558596421234,63.17458880760936,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00607,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4819178.0,OK,60.0,4,palns,23.512861100025475,15908.497603355374,15908.497603355374,18.285725019058336,62.69153825890355,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00608,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4827097.0,OK,60.0,4,palns,24.72394970001187,16020.30016630658,16020.30016630658,18.32171324627586,65.11472090284802,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00609,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4835016.0,OK,60.0,4,palns,25.133344700036105,15894.906103378731,15894.906103378731,18.16040108275052,64.98872260902392,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00610,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,palns_only,4842935.0,OK,60.0,4,palns,26.33680119999917,16003.160698102922,16003.160698102922,18.39496726694672,63.05529279693941,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00611,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4850854.0,OK,60.0,4,hybrid,65.91213170002447,15987.09350684475,15861.697104939383,18.448498552575508,57.86637687165002,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00612,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4858773.0,OK,60.0,4,hybrid,65.97781960002612,16613.77939521203,16462.786062066876,19.11986102962416,60.65400828139308,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00613,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4866692.0,OK,60.0,4,hybrid,64.78803499997593,16512.599276351895,16403.329127218396,18.95145813533116,62.56387216342935,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00614,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4874611.0,OK,60.0,4,hybrid,66.28683339996496,15967.474527335433,15893.455135859484,18.42963469778561,59.17797464343662,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00615,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4882530.0,OK,60.0,4,hybrid,65.13950799999293,15697.673845374651,15643.77306521946,17.96158926590555,62.07374616543716,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00616,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4890449.0,OK,60.0,4,hybrid,62.89393750001909,15974.759472897244,15850.483357108838,18.40486635046925,58.48095983591142,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00617,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4898368.0,OK,60.0,4,hybrid,65.19575889996486,15944.031405121988,15797.955284541653,18.311911600613243,58.97204525947765,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00618,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4906287.0,OK,60.0,4,hybrid,66.08379409997724,16165.62775408049,16071.850616524953,18.56985698809094,61.27022501304998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00619,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4914206.0,OK,60.0,4,hybrid,66.81061370001407,16114.904851253326,16066.8971266984,18.38967635115162,64.989710380991,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00620,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,hybrid_main,4922125.0,OK,60.0,4,hybrid,66.30208850000054,15697.347974388493,15616.86607116646,17.97477402567285,61.02244434033776,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00621,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4930044.0,OK,60.0,4,hybrid,64.01790640002582,14313.793659692868,14237.034803304045,16.456511068377107,54.13290005774894,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00622,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4937963.0,OK,60.0,4,hybrid,65.24131960002705,14257.00244097814,14181.839364853471,16.350976108490475,54.81735095673197,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00623,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4945882.0,OK,60.0,4,hybrid,62.73999650002224,14467.51599349011,14412.96807984975,16.634036113309797,55.3554569962115,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00624,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4953801.0,OK,60.0,4,hybrid,64.04045410000253,14658.926048754616,14609.765824622356,16.96131210508374,53.96519273741578,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00625,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4961720.0,OK,60.0,4,hybrid,64.87690960004693,14528.508615407423,14448.62870078884,16.784279537311708,53.1548299372875,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00626,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4969639.0,OK,60.0,4,hybrid,64.40510760003235,14468.760694652268,14427.55166157498,16.6997192742463,54.36463445400733,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00627,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4977558.0,OK,60.0,4,hybrid,65.57868899998721,14426.641602318845,14378.210796560796,16.58538417041649,55.40493339281221,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00628,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4985477.0,OK,60.0,4,hybrid,64.41495800000848,14466.639826610966,14412.02262608397,16.680698844630186,54.32852836032376,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00629,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,4993396.0,OK,60.0,4,hybrid,64.92259440000635,15278.287756392963,15200.068299642911,17.722506921462198,54.5196602441789,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00630,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_no_dro,5001315.0,OK,60.0,4,hybrid,65.05311310000252,14448.806939757376,14382.230578800118,16.59253982481837,55.366448862466925,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00631,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5009234.0,OK,60.0,4,hybrid,79.05152579996502,21235.407759084825,18475.15436395565,22.45394285070881,46.70563502640143,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00632,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5017153.0,OK,60.0,4,hybrid,77.99259179999353,21252.456623362887,19036.517152157976,23.2556180672126,45.565817192815125,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00633,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5025072.0,OK,60.0,4,hybrid,76.80629740003496,20710.015862007072,18847.47861793499,23.12048563763636,43.06041113450638,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00634,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5032991.0,OK,60.0,4,hybrid,83.37085499998648,20765.7585159988,18419.597454682687,22.46787698146776,44.81970624519624,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00635,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5040910.0,OK,60.0,4,hybrid,78.40020129998447,20760.23542367272,17445.08207819401,20.914442324323964,50.26429528431522,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00636,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5048829.0,OK,60.0,4,hybrid,75.73064909997629,20780.91836666144,17930.855281671225,21.70747568326673,47.149957692033695,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00637,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5056748.0,OK,60.0,4,hybrid,76.63425249996362,20676.94019271821,17978.619804738028,21.846055765044177,45.54508517013997,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00638,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5064667.0,OK,60.0,4,hybrid,83.50815840001451,20989.25668197692,18420.485336244,22.162762940412925,51.38323231240861,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00639,ExpA_scalability,Scalability and interleaving evidence; Fig. scalability panels,DROBaseline/artifacts/summary_tables/ExpA_Scalability_raw.csv,raw_records/ExpA_Scalability_raw.csv,GENERATED,2.0,syn_n60_L4_2,abl_adjacent,5072586.0,OK,60.0,4,hybrid,74.96934050001437,20180.58457057124,17517.331034015995,21.08604041988901,48.6514491171211,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
