subexp,config,n_tasks,count,mean_obj,mean_time,std_obj,std_time,mean_mc_infeasible_rate,std_mc_infeasible_rate,mean_mc_obj_mean,std_mc_obj_mean,mean_replan_count,mean_replan_time_total,mean_realized_cost_inflation,mean_cert_gap,std_cert_gap,mean_heur_gap_to_lb,std_heur_gap_to_lb
mc,mc_block_nominal,40,15,43587.65279002171,61.02631512669225,4134.000127250672,27.831603185965207,0.0,0.0,49281.68425507564,4622.049529844226,2.2,32.61633787334431,0.13078092731374738,nan,nan,nan,nan
mc,mc_buffered,40,15,45406.00705210197,28.82698438666606,3442.4872526860304,0.2963497382539188,0.0,0.0,47530.10469130069,3571.873775322644,nan,nan,0.04684222128214678,nan,nan,nan,nan
mc,mc_dro,40,15,47907.11468714414,28.507325506660468,3270.687856378522,0.5231542400603707,0.0,0.0,47902.717792962474,3279.0388821193806,nan,nan,-0.00010539473377441279,nan,nan,nan,nan
mc,mc_nominal,40,15,42305.00000234034,28.387976953348456,3755.080419814176,0.6749184256188226,0.0,0.0,47831.89691971157,4145.513926551936,nan,nan,0.13089013904289842,nan,nan,nan,nan
