source_file,instance_index,instance_id,config,run_seed,status,n_tasks,L,mode,time_total,palns_obj,final_obj,ship_time,drone_time,intensify_ran,subexp,total_time_budget,palns_share,palns_time_limit,intensify_time_limit,dro_enabled,eps_sortie,hat_out,hat_in,dro_clipped_out,dro_clipped_in,mc_samples,mc_seed,mc_dist,mc_corr,mc_time,mc_infeasible_rate,mc_obj_mean,mc_obj_p90,mc_obj_p95,mc_makespan_mean,mc_makespan_p90,mc_makespan_p95,mc_drone_time_mean,mc_drone_time_p90,mc_drone_time_p95,cert_time,cert_lb,cert_ub,cert_gap,cert_cuts,heur_gap_to_lb
GENERATED,4,syn_n40_L3_4,fair_budget_palns,12271,OK,40,3,palns,34.25241770001594,68118.36318226713,68118.36318226713,24.147270914662737,60.15111694964543,False,fair,60.0,1.0,60.0,0.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,fair_budget_palns,14271,OK,40,3,palns,32.46648549998645,74037.82373996948,74037.82373996948,26.956298619864864,62.69359130266493,False,fair,60.0,1.0,60.0,0.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,fair_budget_hybrid,10403,OK,40,3,hybrid,54.7484381000977,77600.49533670602,76207.31658214425,31.198181300916236,51.489796379081426,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,fair_budget_hybrid,12403,OK,40,3,hybrid,57.42643470002804,81438.11432198767,79929.83871962856,31.960470935500716,56.882306953949666,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,fair_budget_hybrid,14403,OK,40,3,hybrid,55.18122739996761,86735.9721973352,85072.85438140377,36.12653124891315,52.572780573892054,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,fair_budget_hybrid,11356,OK,40,3,hybrid,55.513626100029796,80492.07221244951,79614.9407073443,29.963314224933654,63.727347833237936,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,fair_budget_hybrid,13356,OK,40,3,hybrid,59.26380680000875,79020.64626771116,77900.18900940736,29.01946780436925,63.482430537732526,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,fair_budget_hybrid,15356,OK,40,3,hybrid,56.2854120999109,82635.24156470351,81910.45492546677,29.98203628220317,68.75776276826974,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,fair_budget_hybrid,10077,OK,40,3,hybrid,54.27689920004923,78231.74056085822,77438.87503082384,28.5460432277666,64.24578120804583,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,fair_budget_hybrid,12077,OK,40,3,hybrid,55.83252219995484,83461.76201554509,82028.54352601798,31.549784197096017,63.09757864656608,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,fair_budget_hybrid,14077,OK,40,3,hybrid,56.11667599994689,86005.37038846157,84063.86819586376,32.510240360986806,63.99213240485823,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,fair_budget_hybrid,10530,OK,40,3,hybrid,54.25484149996191,79820.58612232911,79251.51613977848,30.318630445679787,61.577431960272996,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,fair_budget_hybrid,12530,OK,40,3,hybrid,51.73652859998401,79298.55605638635,78454.89270955854,31.06576526984297,56.98464833516775,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,fair_budget_hybrid,14530,OK,40,3,hybrid,55.32387429999653,79357.87917275171,78635.8347454145,30.075651611255935,61.12717112506538,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,fair_budget_hybrid,10165,OK,40,3,hybrid,58.32966839999426,68411.49889264142,67715.51665880173,24.210655976529083,59.016447774893955,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,fair_budget_hybrid,12165,OK,40,3,hybrid,56.34125589998439,71151.62277380166,70356.30649016832,25.84899347109523,58.695594642903174,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,fair_budget_hybrid,14165,OK,40,3,hybrid,58.702202600077726,71739.15485569157,70974.71102383742,26.35674585502587,58.15165126731874,True,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,mc_nominal,11999,OK,40,3,hybrid,54.12623169994913,65259.07557502415,65083.83209617682,23.05932027797154,57.51775027472269,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,24344,beta,0.7,0.7048752000555396,0.0,89160.55969912118,90650.5898302689,91073.48267905439,31.28876287355085,31.82846685754352,31.992115264453187,79.9325840312994,81.26245314350261,81.60664744621216,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,mc_nominal,13999,OK,40,3,hybrid,54.09554140002001,62881.54796918663,62573.12987812114,22.75558486345879,53.08585691164713,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,26344,beta,0.7,0.7137143999570981,0.0,85155.37520369352,86682.58869893863,87026.65013508323,30.458579787790896,31.00979575726696,31.135258408017414,74.16842125433114,75.55095824027299,75.86768753479977,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,mc_nominal,15999,OK,40,3,hybrid,53.4980064999545,62840.62360556184,62706.3844012435,22.857237472482755,52.997957106717344,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,28344,beta,0.7,0.7722640000283718,0.0,85493.33512516294,87018.13963637412,87429.02519526465,30.717208267898318,31.270471050607263,31.404808890117287,73.94240237719065,75.3741543016419,75.71317506709556,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,mc_nominal,11277,OK,40,3,hybrid,54.73390110000037,62089.99476059588,61938.21719207668,22.016550316316103,54.46684812075399,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,23622,beta,0.7,0.7280730000929907,0.946,84612.38466796115,86446.94101839405,86840.05872497486,29.988171398398435,30.716726644722463,30.847759620622764,74.73887397929735,76.12853175315257,76.39139706404002,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,mc_nominal,13277,OK,40,3,hybrid,56.01319510000758,62163.93991554394,61870.66039462168,21.99771624517399,54.3878728396131,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,25622,beta,0.7,0.7482789000496268,0.5745,85394.73416076,87185.80938958014,87463.74705812494,30.275860673588664,30.93645496782776,31.085766581811836,75.3906022570206,76.86200572090115,77.23796117163027,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,mc_nominal,15277,OK,40,3,hybrid,57.00055370002519,62180.24195231096,61840.29735011809,21.643671590366054,55.6579014366573,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,27622,beta,0.7,0.6809453999157995,0.9985,82120.3083593233,82470.47917781117,82477.5611098645,28.658782407586756,28.732548853849284,28.734520677098573,74.2230628142796,74.76724160757807,74.79042834441611,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,mc_nominal,11810,OK,40,3,hybrid,55.559062400017865,64202.58321292413,63746.23048912181,23.280375090524338,53.71020630051209,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,24155,beta,0.7,0.7183167999610305,0.9945,85042.31054122627,86616.00152352478,86680.435470001,30.69112042678786,31.25075026042062,31.313010032358747,73.03867959041533,74.23757944260564,74.32959647775809,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,mc_nominal,13810,OK,40,3,hybrid,57.43411719996948,64377.964334968034,64003.721380014314,23.57455161265662,53.17107475221789,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,26155,beta,0.7,0.9065952999517322,0.9955,85312.16906338846,86653.98989427226,86699.0318193787,30.790837833657108,31.265654986983343,31.27063757458609,73.26165499149194,74.44972536977906,74.53099542796078,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,mc_nominal,15810,OK,40,3,hybrid,56.72375180001836,60954.281115761674,60728.71021904422,21.297427916191427,54.495739470041784,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,28155,beta,0.7,0.7774664999451488,0.6285,83434.41061222364,85026.25485507134,85381.26808218005,29.046905479222023,29.598872668644454,29.727078926361223,75.67704732788047,77.13909203628447,77.5380405642381,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,mc_nominal,10782,OK,40,3,hybrid,51.30797960003838,62616.45574478035,62266.08412635399,22.816475125204423,52.173503141125494,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,23127,beta,0.7,0.7068312000483274,0.054,85067.37690742683,86841.1131086331,87259.8368560632,30.687047359440232,31.28940674343881,31.457659586248766,73.10976976972988,74.74389121934915,75.24881516979983,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,mc_nominal,12782,OK,40,3,hybrid,56.358572100056335,62369.62278042257,62240.83464318752,22.486680933004983,53.36328234906456,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,25127,beta,0.7,0.7639405999798328,0.248,85067.2585564977,86753.54883984083,87133.19511760521,30.341626670509935,30.945582353744257,31.10711255976114,74.41442937029069,75.98585738013665,76.48135889141192,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,mc_nominal,14782,OK,40,3,hybrid,53.22779439995065,62000.07960880091,61879.67650133135,22.332833452332743,53.14191029414593,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,27127,beta,0.7,0.6912703000707552,0.224,84558.11956817815,86301.92682856556,86804.51781439647,30.005760289695985,30.618763259336088,30.765658623960892,74.55183794598884,76.2327285517175,76.64849467068785,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,mc_nominal,11634,OK,40,3,hybrid,57.821718299994245,51770.123795509055,51383.16121795404,17.846688026111284,46.76398127458856,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,23979,beta,0.7,0.7564041999867186,0.4645,70991.7351642176,72135.8143323193,72419.70649912539,24.639544708008813,25.06310444642483,25.16186512416256,64.67668702356139,65.72666936232032,66.0196989252315,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,mc_nominal,13634,OK,40,3,hybrid,57.70491640002001,51350.853179407386,51294.4349086374,17.617435741530187,47.43287588452462,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,25979,beta,0.7,0.747546499944292,0.386,71145.40407752602,72352.13012019591,72657.79625828698,24.376034880237167,24.824791645852326,24.93819492137035,66.01365506916189,67.11464858296739,67.34626637056164,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,mc_nominal,15634,OK,40,3,hybrid,55.5201482999837,51092.91571352149,50928.62070392915,17.42644142975068,47.34148949633999,True,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,27979,beta,0.7,0.732491199974902,0.5885,70604.08226880344,71855.25663606926,72216.5976600741,24.015988445552683,24.470839442890664,24.595207240290655,66.17089313636419,67.33256471168613,67.70823591539018,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,mc_dro,10006,OK,40,3,hybrid,54.76364450005349,82739.07850483182,80673.5366149729,33.26306782856751,53.61404734757362,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,22351,beta,0.7,0.6755877999821678,0.0,80673.53666988338,80673.53666988338,80673.53666988338,33.263068006418294,33.263068006418294,33.263068006418294,53.61404679771616,53.61404679771616,53.61404679771616,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,mc_dro,12006,OK,40,3,hybrid,57.24704859999474,85030.57650624901,83944.68222767592,34.14330318160217,57.55792626433832,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,24351,beta,0.7,0.7123080000746995,0.0,83944.68331076669,83944.6833107667,83944.6833107667,34.14330364632695,34.14330364632695,34.14330364632695,57.55792691557976,57.55792691557976,57.55792691557976,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,mc_dro,14006,OK,40,3,hybrid,57.07743039994966,84789.44387910898,83762.81166464454,35.191670749312735,53.193269757362,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,26351,beta,0.7,0.6946222999831662,0.0,83762.81934399865,83762.81934399865,83762.81934399865,35.191673680906014,35.191673680906014,35.191673680906014,53.19327574768539,53.19327574768539,53.19327574768539,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,mc_dro,11579,OK,40,3,hybrid,56.12464519997593,81135.87684962066,80729.53670351666,29.65951476139225,67.3519146869996,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,23924,beta,0.7,0.7257457000669092,0.0,80729.5372578307,80729.5372578307,80729.5372578307,29.659515086477597,29.659515086477597,29.659515086477597,67.3519146907084,67.3519146907084,67.3519146907084,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,mc_dro,13579,OK,40,3,hybrid,54.97485870006494,82450.71991861057,81226.82016847821,30.11789678125273,66.72532364521899,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,25924,beta,0.7,0.7501786999637261,0.0,81226.83967878175,81226.83967878175,81226.83967878175,30.11790473468575,30.11790473468575,30.11790473468575,66.72533695514659,66.72533695514659,66.72533695514659,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,mc_dro,15579,OK,40,3,hybrid,56.612112999893725,81318.58812879627,80058.37162868668,30.328571991598167,63.332887206599494,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,27924,beta,0.7,0.7331614000722766,0.0,80058.37341936541,80058.37341936541,80058.37341936541,30.32857271819701,30.32857271819701,30.32857271819701,63.332888440956665,63.332888440956665,63.332888440956665,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,mc_dro,11384,OK,40,3,hybrid,54.961808199994266,85311.10349656893,84054.37988401102,32.88275329658834,62.563776177357425,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,23729,beta,0.7,0.6772425000090152,0.0,84054.40743057927,84054.40743241367,84054.40743262056,32.88276374918911,32.882763750042315,32.88276375013854,62.56379790435065,62.56379790520386,62.563797905300085,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,mc_dro,13384,OK,40,3,hybrid,56.241091200034134,85923.5198560392,84220.00735494957,32.47118645073462,64.48664530822379,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,25729,beta,0.7,0.7282834000652656,0.0,84220.0167921436,84220.0167921436,84220.0167921436,32.471189789299885,32.471189789299885,32.471189789299885,64.48665366740843,64.48665366740843,64.48665366740843,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,mc_dro,15384,OK,40,3,hybrid,58.48804989992641,85933.46857903512,84549.28058263217,32.31313222693351,65.81545732632264,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,27729,beta,0.7,0.7585893000941724,0.0,84549.28431862031,84549.28431862031,84549.28431862031,32.313133667300875,32.313133667300875,32.313133667300875,65.8154601871307,65.8154601871307,65.8154601871307,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,mc_dro,10024,OK,40,3,hybrid,54.3721879000077,80159.51147923374,78338.51131076925,31.669296173437193,54.44601736872447,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,22369,beta,0.7,0.7313874000683427,0.0,78338.5157117907,78338.51571179068,78338.5157117907,31.66929787237531,31.66929787237531,31.66929787237531,54.44602073056149,54.446020730561486,54.446020730561486,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,mc_dro,12024,OK,40,3,hybrid,57.045041400007904,79129.62430440116,78090.25704245892,31.154177025489158,55.84034688694966,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,24369,beta,0.7,0.7684730000328273,0.0,78090.25965854446,78090.25965854446,78090.25965854446,31.15417805469238,31.15417805469238,31.15417805469238,55.840348812372014,55.840348812372014,55.840348812372014,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,mc_dro,14024,OK,40,3,hybrid,52.042162299971096,79489.69579771637,78081.13567428081,31.06024049388925,56.17494852148687,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,26369,beta,0.7,0.6975780000211671,0.0,78081.14016026878,78081.14016026878,78081.14016026878,31.060242089785334,31.060242089785334,31.060242089785334,56.17495246140828,56.17495246140828,56.17495246140828,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,mc_dro,11613,OK,40,3,hybrid,59.463762300089,71147.76182636243,70605.33134209216,25.34730050540791,61.144267739774904,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,23958,beta,0.7,0.7265555000631139,0.0,70605.33805358408,70605.33806697639,70605.33806840281,25.34730302301849,25.347303029247467,25.34730302991092,61.1442731432281,61.14427314945708,61.14427315012053,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,mc_dro,13613,OK,40,3,hybrid,59.80914789997041,68272.0432277815,67683.5271354703,23.72207662380048,60.791104166687745,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,25958,beta,0.7,0.7989836999913678,0.0,67683.54421786446,67683.54421786446,67683.54421786446,23.722083047864736,23.722083047864736,23.722083047864736,60.79111785887646,60.79111785887646,60.79111785887646,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,mc_dro,15613,OK,40,3,hybrid,56.97874309995677,70585.02727384015,70177.29183211188,25.663820491160656,58.997326660308374,True,mc,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,2000,27958,beta,0.7,0.6619093000190333,0.0,70177.29297707035,70177.29298337756,70177.29298403577,25.66382104151292,25.663821044446514,25.663821044752655,58.99732712555194,58.99732712848553,58.997327128791675,nan,nan,nan,nan,nan,nan
