config,n_tasks,L,runs,mean_obj,best_obj,std_obj,mean_time,mean_ship_time,mean_drone_time
public_adjacent_only,24,3,3,31743.823664546453,31312.720318347438,403.7693173763148,7.507222466714059,16.422539337872564,8.501126200362432
public_interleaved_palns,24,3,3,29710.51603986254,29671.66062514413,33.99660872589447,5.716090966675741,14.286544218846236,12.051979706275437
public_interleaved_hybrid,24,3,3,29544.848027797878,29462.469679901587,72.23312598602774,12.83985966669085,14.440151821265019,11.103533181438543
