source_file,instance_index,instance_id,config,run_seed,status,n_tasks,L,mode,time_total,palns_obj,final_obj,ship_time,drone_time,intensify_ran
GENERATED,2,syn_n20_L2_2,abl_no_cache,1192276,OK,20,2,hybrid,20.569702000007965,11382.053896074238,11327.178406128445,13.927352858911828,25.190393198416448,True
GENERATED,2,syn_n20_L2_2,abl_no_cache,1200195,OK,20,2,hybrid,20.98151210002834,11382.053896074238,11377.425541512723,14.02627442710914,24.506277748024743,True
GENERATED,3,syn_n20_L2_3,palns_only,1208114,OK,20,2,palns,3.691433300031349,11248.930278560318,11248.930278560318,13.78599554962887,25.98381760967615,False
GENERATED,3,syn_n20_L2_3,palns_only,1216033,OK,20,2,palns,3.7342085000127554,11172.222320058903,11172.222320058903,13.691856596359923,25.80942493682746,False
GENERATED,3,syn_n20_L2_3,palns_only,1223952,OK,20,2,palns,4.594233900017571,11244.18285007798,11244.18285007798,13.787861480281276,25.80819256762921,False
GENERATED,3,syn_n20_L2_3,palns_only,1231871,OK,20,2,palns,4.325911800027825,11256.643048916088,11256.643048916088,13.784770990992277,26.230423019196635,False
GENERATED,3,syn_n20_L2_3,palns_only,1239790,OK,20,2,palns,4.307679699966684,11191.689478977667,11191.689478977667,13.694025280673552,26.319157670642948,False
GENERATED,3,syn_n20_L2_3,palns_only,1247709,OK,20,2,palns,4.324689599976409,11244.183072192842,11244.183072192842,13.787861926310464,25.808189355999744,False
GENERATED,3,syn_n20_L2_3,palns_only,1255628,OK,20,2,palns,3.702286899962928,11244.183072192842,11244.183072192842,13.787861926310464,25.808189355999744,False
GENERATED,3,syn_n20_L2_3,palns_only,1263547,OK,20,2,palns,4.47098789998563,11244.183072192842,11244.183072192842,13.787861926310464,25.808189355999744,False
GENERATED,3,syn_n20_L2_3,palns_only,1271466,OK,20,2,palns,3.7776523000211455,11248.930278560318,11248.930278560318,13.78599554962887,25.98381760967615,False
GENERATED,3,syn_n20_L2_3,palns_only,1279385,OK,20,2,palns,3.824844699993264,11244.183072192842,11244.183072192842,13.787861926310464,25.808189355999744,False
GENERATED,3,syn_n20_L2_3,hybrid_main,1287304,OK,20,2,hybrid,8.282831199991051,11248.930278560318,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1295223,OK,20,2,hybrid,8.85722970002098,11248.930278560318,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1303142,OK,20,2,hybrid,8.863673600018956,11176.759593481775,11119.661175751702,13.591282185284948,26.46284390822829,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1311061,OK,20,2,hybrid,7.956291299953591,11248.930715932129,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1318980,OK,20,2,hybrid,7.091817700013053,11191.689019730695,11172.222332049998,13.691857052324211,25.80941550876678,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1326899,OK,20,2,hybrid,7.589431700005662,11248.930743491703,11137.255543914378,13.605142295779064,26.668537773716633,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1334818,OK,20,2,hybrid,6.895000200020149,11244.183072192842,11244.18285007798,13.787861480281276,25.80819256762921,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1342737,OK,20,2,hybrid,6.506101600010879,11244.182866079886,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1350656,OK,20,2,hybrid,7.145770600007381,11244.183072192842,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,hybrid_main,1358575,OK,20,2,hybrid,7.905873999989126,11244.183072192842,11244.182830641148,13.787860504458862,25.80821292277149,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1366494,OK,20,2,hybrid,8.788084900006652,10305.712617004407,10304.646723039074,12.627893941187514,23.8207504899553,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1374413,OK,20,2,hybrid,6.04467840003781,10354.742443702802,10354.742443702802,12.687905656384505,23.96609146898355,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1382332,OK,20,2,hybrid,7.806558999989647,10315.471520385829,10303.667936491976,12.630512278206691,23.736677938198767,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1390251,OK,20,2,hybrid,7.448665600037202,10305.712617004407,10304.646723039074,12.627893941187514,23.8207504899553,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1398170,OK,20,2,hybrid,6.237798999994993,10305.327248592965,10304.646659426398,12.627893836095181,23.82075092442895,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1406089,OK,20,2,hybrid,5.838501000020187,10305.035855643782,10304.646659426398,12.627893836095181,23.82075092442895,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1414008,OK,20,2,hybrid,7.180556100036483,10305.7125934926,10304.646723039074,12.627893941187514,23.8207504899553,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1421927,OK,20,2,hybrid,7.974819399998523,10362.36549633017,10362.364814565466,12.730939767820312,23.2617139628638,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1429846,OK,20,2,hybrid,6.915004899958149,10362.36549633017,10362.364814565466,12.730939767820312,23.2617139628638,True
GENERATED,3,syn_n20_L2_3,abl_no_dro,1437765,OK,20,2,hybrid,6.9495309999911115,10338.045397698696,10322.586471786428,12.679557837611103,23.226231245088584,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1445684,OK,20,2,hybrid,11.079331699991599,12858.72433099516,12124.506165908037,15.038303836713501,24.16509395351172,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1453603,OK,20,2,hybrid,11.842904400022235,12692.604126117389,11451.134574411155,14.04800809694554,26.146528620057104,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1461522,OK,20,2,hybrid,10.532718699949328,12740.98585312829,11942.19323757742,14.767615468577628,24.756618175548503,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1469441,OK,20,2,hybrid,10.878060900024138,12707.697521884787,11296.209074378274,13.849833470551376,25.966684898992625,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1477360,OK,20,2,hybrid,11.578968600020744,12785.378052506681,11942.193244492979,14.767615449152242,24.756618789394203,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1485279,OK,20,2,hybrid,10.369287200039253,12491.80098621357,12124.506164149294,15.038303071804503,24.16511029416902,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1493198,OK,20,2,hybrid,10.67896920000203,12712.774493763563,11451.134602065082,14.04800888221145,26.146512583042693,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1501117,OK,20,2,hybrid,12.242731100006495,12789.35088557208,11256.643029506085,13.784772904909017,26.230381452123524,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1509036,OK,20,2,hybrid,12.498134499997832,12643.583013638454,11439.708816887665,14.052456377227605,25.724758113341732,True
GENERATED,3,syn_n20_L2_3,abl_adjacent,1516955,OK,20,2,hybrid,11.593060299986973,12382.692873993408,12124.506164149294,15.038303071804503,24.16511029416902,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1524874,OK,20,2,hybrid,21.934247399971355,11244.182979934529,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1532793,OK,20,2,hybrid,21.226987200032454,11191.689366060791,11172.222332049998,13.691857052324211,25.80941550876678,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1540712,OK,20,2,hybrid,22.445561499975156,11248.930715932129,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1548631,OK,20,2,hybrid,21.208153900050092,11256.643204834269,11256.643037309797,13.784772165727698,26.230397514686388,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1556550,OK,20,2,hybrid,21.081447300035506,11256.643138282581,11256.642991860188,13.78477144573067,26.230411644633918,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1564469,OK,20,2,hybrid,21.317528799991123,11244.183072192842,11244.18285007798,13.787861480281276,25.80819256762921,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1572388,OK,20,2,hybrid,20.905719699978363,11244.183072192842,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1580307,OK,20,2,hybrid,21.154858299996704,11248.930391275713,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1588226,OK,20,2,hybrid,20.956663999997545,11248.930278560318,11244.182749498741,13.78786020347834,25.808217053999613,True
GENERATED,3,syn_n20_L2_3,abl_no_cache,1596145,OK,20,2,hybrid,21.26327489997493,11181.225097085538,11157.148261159271,13.692112157450824,25.373261230604378,True
GENERATED,4,syn_n20_L2_4,palns_only,1604064,OK,20,2,palns,3.4408457999816164,10849.389046523078,10849.389046523078,13.315819525791058,24.643554347993874,False
GENERATED,4,syn_n20_L2_4,palns_only,1611983,OK,20,2,palns,3.5687505999812856,10849.389046523078,10849.389046523078,13.315819525791058,24.643554347993874,False
GENERATED,4,syn_n20_L2_4,palns_only,1619902,OK,20,2,palns,3.8997550000203773,10849.389046523078,10849.389046523078,13.315819525791058,24.643554347993874,False
GENERATED,4,syn_n20_L2_4,palns_only,1627821,OK,20,2,palns,3.4494953000103123,10849.389036746878,10849.389036746878,13.315820565067048,24.643531798474122,False
GENERATED,4,syn_n20_L2_4,palns_only,1635740,OK,20,2,palns,3.3310550000169314,10849.389039027468,10849.389039027468,13.315818361736852,24.6435790778523,False
GENERATED,4,syn_n20_L2_4,palns_only,1643659,OK,20,2,palns,3.2246678000083193,10849.389046523078,10849.389046523078,13.315819525791058,24.643554347993874,False
GENERATED,4,syn_n20_L2_4,palns_only,1651578,OK,20,2,palns,3.506532999977935,10789.746664572976,10789.746664572976,13.240404742335292,24.555517366328786,False
GENERATED,4,syn_n20_L2_4,palns_only,1659497,OK,20,2,palns,3.4843289999989793,10849.389046523078,10849.389046523078,13.315819525791058,24.643554347993874,False
GENERATED,4,syn_n20_L2_4,palns_only,1667416,OK,20,2,palns,3.1434431000379845,10849.389046523078,10849.389046523078,13.315819525791058,24.643554347993874,False
GENERATED,4,syn_n20_L2_4,palns_only,1675335,OK,20,2,palns,4.802625000011176,10789.746664572976,10789.746664572976,13.240404742335292,24.555517366328786,False
GENERATED,4,syn_n20_L2_4,hybrid_main,1683254,OK,20,2,hybrid,6.5999183999956585,10789.746617356763,10789.74651571531,13.240399096259688,24.55563410058692,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1691173,OK,20,2,hybrid,5.979157600027975,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1699092,OK,20,2,hybrid,6.950960499991197,10789.746664572976,10789.746512105168,13.240405672334006,24.555493081561778,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1707011,OK,20,2,hybrid,6.150071699987166,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1714930,OK,20,2,hybrid,6.276231399970129,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1722849,OK,20,2,hybrid,6.9701742000179365,10849.389380673825,10849.389039027468,13.315818361736852,24.6435790778523,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1730768,OK,20,2,hybrid,5.9228772999485955,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1738687,OK,20,2,hybrid,6.494827400019858,10777.8044281004,10777.804358830756,13.207766965698243,24.9136895587735,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1746606,OK,20,2,hybrid,6.600440100010019,10789.746664572976,10789.74651571531,13.240399096259688,24.55563410058692,True
GENERATED,4,syn_n20_L2_4,hybrid_main,1754525,OK,20,2,hybrid,6.344829600013327,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1762444,OK,20,2,hybrid,5.942760800011456,9952.070134567517,9952.070134567517,12.216085711690367,22.571595737135524,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1770363,OK,20,2,hybrid,6.349348000017926,10023.481579961322,10023.481579961322,12.301732220504666,22.776640416652093,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1778282,OK,20,2,hybrid,7.0112536999513395,10024.998668608354,10023.481579961322,12.301732220504666,22.776640416652093,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1786201,OK,20,2,hybrid,7.643153799988795,10023.80361399179,10023.803313522425,12.303514511593251,22.747640852213934,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1794120,OK,20,2,hybrid,6.472234299988486,9998.135197836164,9998.135197836164,12.273149635352114,22.664942037773713,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1802039,OK,20,2,hybrid,6.106203999952413,10023.803313522425,10023.803313522425,12.303514511593251,22.747640852213934,True
