source_file,instance_index,instance_id,layout_id,layout_variant,layout_source,subset_rule,perturbation_rule,config,policy_type,buffer_rule,buffer_eta,run_seed,status,n_tasks,L,mode,time_total,palns_obj,final_obj,ship_time,drone_time,intensify_ran,replan_count,replan_time_total,realized_failure_rate,realized_cost_inflation,subexp,total_time_budget,palns_share,palns_time_limit,intensify_time_limit,dro_enabled,eps_sortie,hat_out,hat_in,dro_clipped_out,dro_clipped_in,mc_samples,mc_seed,mc_dist,mc_corr,mc_R_tol,mc_time,mc_infeasible_rate,mc_obj_mean,mc_obj_p90,mc_obj_p95,mc_makespan_mean,mc_makespan_p90,mc_makespan_p95,mc_drone_time_mean,mc_drone_time_p90,mc_drone_time_p95,cert_time,cert_lb,cert_ub,cert_gap,cert_cuts,heur_gap_to_lb
GENERATED,2,syn_n40_L3_2,syn_n40_L3_2,uniform,generated,ExpD40,,fair_budget_hybrid,proposed_reliability_aware,,nan,12077,OK,40,3,hybrid,34.47446360002505,83461.76201554509,81825.52788700695,31.851232506800557,61.50762805654661,True,nan,nan,nan,nan,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,syn_n40_L3_2,uniform,generated,ExpD40,,fair_budget_hybrid,proposed_reliability_aware,,nan,14077,OK,40,3,hybrid,35.7664197999984,86005.37038846157,83415.92482335617,33.15078070807145,60.132439154743736,True,nan,nan,nan,nan,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,syn_n40_L3_3,uniform,generated,ExpD40,,fair_budget_hybrid,proposed_reliability_aware,,nan,10530,OK,40,3,hybrid,34.6218081000261,79820.58612232911,78912.98089700878,30.437290405829415,60.376860460219476,True,nan,nan,nan,nan,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,syn_n40_L3_3,uniform,generated,ExpD40,,fair_budget_hybrid,proposed_reliability_aware,,nan,12530,OK,40,3,hybrid,33.62883709999733,79298.55605638635,78064.60938719515,31.104265292583673,55.971907532895386,True,nan,nan,nan,nan,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,syn_n40_L3_3,uniform,generated,ExpD40,,fair_budget_hybrid,proposed_reliability_aware,,nan,14530,OK,40,3,hybrid,35.948028399958275,79357.87917275171,78224.11449931432,30.556030084570686,58.397474123431444,True,nan,nan,nan,nan,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,syn_n40_L3_4,uniform,generated,ExpD40,,fair_budget_hybrid,proposed_reliability_aware,,nan,10165,OK,40,3,hybrid,37.38331539998762,68411.49889264142,67707.01841389382,24.172702917250515,59.14094101015098,True,nan,nan,nan,nan,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,syn_n40_L3_4,uniform,generated,ExpD40,,fair_budget_hybrid,proposed_reliability_aware,,nan,12165,OK,40,3,hybrid,35.32887580001261,71151.62277380166,70334.51834067836,25.948461261337727,58.2714093253427,True,nan,nan,nan,nan,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,4,syn_n40_L3_4,syn_n40_L3_4,uniform,generated,ExpD40,,fair_budget_hybrid,proposed_reliability_aware,,nan,14165,OK,40,3,hybrid,36.91955669998424,71739.15485569157,70595.89572911056,26.456574321179637,56.93270974023372,True,nan,nan,nan,nan,fair,60.0,0.6,36.0,24.0,1,nan,1.5,1.5,1,1,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,syn_n40_L3_0,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,11999,OK,40,3,hybrid,35.050887699995656,65259.07557502415,65068.8181928539,23.229692269040743,56.84075852329919,True,nan,nan,0.0,0.38009437615277264,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,24344,beta,0.9,0.0001,0.42770739999832585,0.0,89801.11005086488,91527.27690469925,91935.93084666313,31.732191399378276,32.37374279169773,32.535773693856754,79.6808548264929,81.1656100600354,81.57380577311355,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,syn_n40_L3_0,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,13999,OK,40,3,hybrid,34.280747700016946,62881.54796918663,62573.129314740356,22.755589815706532,53.0858369511983,True,nan,nan,0.0,0.371534487284645,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,26344,beta,0.9,0.0001,0.43410649994621053,0.0,85821.2048324882,87497.3609811565,87918.01818124058,30.734241368048455,31.326661491992105,31.491850933743248,74.60665445956852,76.21713687238402,76.56488709766427,nan,nan,nan,nan,nan,nan
GENERATED,0,syn_n40_L3_0,syn_n40_L3_0,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,15999,OK,40,3,hybrid,33.53657309996197,62840.62360556184,62679.08888710698,23.064729791087036,52.15344053835337,True,nan,nan,0.0,0.37403758832373063,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,28344,beta,0.9,0.0001,0.43004890001611784,0.0,86123.42413276921,87916.08547977255,88313.07746170848,31.315703511908456,31.99940978698971,32.15629976649694,73.0816181389441,74.65471769337815,74.9616355672766,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,syn_n40_L3_1,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,11277,OK,40,3,hybrid,34.30014260002645,62089.99476059588,61826.83499690388,21.921152138929692,54.57972524605199,True,nan,nan,0.961,0.37063206743347293,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,23622,beta,0.9,0.0001,0.42648949997965246,0.961,84741.84267467457,86583.34337919614,87292.35637273786,29.987506680715608,30.737085107802585,30.9623345898544,75.0290695943512,76.7085164278471,77.04737019690168,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,syn_n40_L3_1,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,13277,OK,40,3,hybrid,34.27861690003192,62163.93991554394,61843.62849583085,22.007370941458596,54.29132865633611,True,nan,nan,0.756,0.3865641237124291,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,25622,beta,0.9,0.0001,0.42665259999921545,0.756,85750.15655251872,87772.65451482194,88187.5567178495,30.472937558504082,31.273202403748616,31.427455735255418,75.43591711791505,77.01410063267849,77.43301359644772,nan,nan,nan,nan,nan,nan
GENERATED,1,syn_n40_L3_1,syn_n40_L3_1,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,15277,OK,40,3,hybrid,35.92417640000349,62180.24195231096,61834.79557130368,21.747538139833686,55.25329051908085,True,nan,nan,0.999,0.31754913357357484,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,27622,beta,0.9,0.0001,0.4213632000028156,0.999,81470.38132967029,82324.06353940567,82430.7738156226,28.606417170944443,28.768552570305502,28.78881949522564,72.97660475347716,74.26116482196959,74.42173483053114,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,syn_n40_L3_2,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,11810,OK,40,3,hybrid,34.529676499951165,64202.58321292413,63640.90643443182,23.296920721326693,53.41364712928102,True,nan,nan,0.9935,0.3429955502378515,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,24155,beta,0.9,0.0001,0.4245124000008218,0.9935,85469.45415454538,86521.95530587263,86597.48884847242,30.97438491572306,31.50052200599992,31.576997404145498,72.91777732848041,73.50109350928547,73.58009565036176,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,syn_n40_L3_2,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,13810,OK,40,3,hybrid,35.6475726000499,64377.964334968034,63865.79672793649,23.628764779409618,52.65977022875586,True,nan,nan,0.9935,0.33488713199211534,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,26155,beta,0.9,0.0001,0.47357370000099763,0.9935,85253.63022654656,86589.78724006194,86880.2042382261,30.93229855240749,31.35827676800117,31.52206688562577,72.59716152767515,73.86133518641803,73.95313056396809,nan,nan,nan,nan,nan,nan
GENERATED,2,syn_n40_L3_2,syn_n40_L3_2,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,15810,OK,40,3,hybrid,35.20068970002467,60954.281115761674,60689.0445330867,21.29659430932904,54.4107426827274,True,nan,nan,0.7665,0.380152410562866,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,28155,beta,0.9,0.0001,0.43173510004999116,0.7665,83760.13110709673,85473.84452731966,85881.99412742603,29.221445250456032,29.79758390917672,29.94364870765593,75.74149818071442,77.4175696650018,77.74493568865297,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,syn_n40_L3_3,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,10782,OK,40,3,hybrid,33.509710099955555,62616.45574478035,62266.07938188913,22.816339294168042,52.17400573734102,True,nan,nan,0.3405,0.3720375650603082,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,23127,beta,0.9,0.0001,0.4349713000119664,0.3405,85431.39994097903,87354.93989378218,87847.65130101763,30.838743746538352,31.516269941816436,31.68642178334742,73.34563460414185,75.12794451835649,75.61553271002695,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,syn_n40_L3_3,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,12782,OK,40,3,hybrid,36.03672909998568,62369.62278042257,62149.50511983098,22.671198172178396,52.46326272695046,True,nan,nan,0.4775,0.3741367805882471,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,25127,beta,0.9,0.0001,0.43350719998124987,0.4775,85401.92088051733,87230.98621414218,87668.80034516317,30.795223883538796,31.459153326998212,31.652885023190493,73.44453395222529,75.09956826169193,75.49299182450717,nan,nan,nan,nan,nan,nan
GENERATED,3,syn_n40_L3_3,syn_n40_L3_3,uniform,generated,ExpD40,,mc_nominal,static_nominal,,nan,14782,OK,40,3,hybrid,35.0327355999616,62000.07960880091,61725.726460738064,22.429483629690683,52.43467620058644,True,nan,nan,0.613,0.3686211675286171,mc,60.0,0.6,36.0,24.0,0,nan,1.0,1.0,0,0,2000,27127,beta,0.9,0.0001,0.4250324000022374,0.613,84479.13581524738,86269.90832847434,86624.9061514106,30.21533910259174,30.84617832814435,30.98441181044482,73.58457631298094,75.21215355833647,75.65462255025395,nan,nan,nan,nan,nan,nan
